district,mean_articles_per_month,median_articles_per_month,n_months_observed,total_articles
"Equatorial Forest, Hunting, Fishing and Staple Crops, Bokungu, Tshuapa, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.4583333333334,493.5,48,27478.0
"Orientale Fishing with Agriculture, Ubundu, Tshopo, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.4375,493.5,48,27477.0
"Forest Cultivation and Products, Ubundu, Tshopo, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.4375,493.5,48,27477.0
"Copperbelt and Marginal Agriculture, Kambove, Haut-Katanga, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.4375,494.0,48,27477.0
"Agropastoral – Staple Crops, Small Stock and Cattle and Wild Foods, Feshi, Kwango, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.4166666666666,495.5,48,27476.0
"Cassava, Maize and Groundnuts, Feshi, Kwango, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.4166666666666,495.5,48,27476.0
"Agriculture with High Production and Marketing, Feshi, Kwango, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.4166666666666,495.5,48,27476.0
"High Food Crop Production and Trading, Lubao, Lomami, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.375,493.5,48,27474.0
"Orientale Fishing with Agriculture, Lubao, Lomami, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.375,493.5,48,27474.0
"Agriculture with High Production and Marketing, Bulungu, Kwilu, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.375,493.5,48,27474.0
"Forest Cultivation and Products, Bafwasende, Tshopo, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.3333333333334,493.5,48,27472.0
"Fishing and Staples Riverine, Inongo, Mai-Ndombe, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.3333333333334,493.5,48,27472.0
"Artisanal Mining with Agriculture, Bafwasende, Tshopo, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.3333333333334,493.5,48,27472.0
"Cassava, Maize and Groundnuts, Inongo, Mai-Ndombe, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.3333333333334,493.5,48,27472.0
"Equatorial Forest, Hunting, Fishing and Staple Crops, Inongo, Mai-Ndombe, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.3333333333334,493.5,48,27472.0
"Cuvette Centrale Staple Crops, Fishing and Charcoal, Ingende, Equateur, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.3125,494.5,48,27471.0
"Equatorial Forest, Hunting, Fishing and Staple Crops, Ingende, Equateur, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.3125,494.5,48,27471.0
"Fishing and Staples Riverine, Ingende, Equateur, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.3125,494.5,48,27471.0
"Forest Cultivation and Products, Bondo, Bas-Uele, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.2916666666666,495.0,48,27470.0
"Artisanal Mining with Agriculture, Bondo, Bas-Uele, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.2916666666666,495.0,48,27470.0
"Orientale Fishing with Agriculture, Bondo, Bas-Uele, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.2916666666666,495.0,48,27470.0
"Orientale Fishing with Agriculture, City of Kisangani, Tshopo, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.2708333333334,493.5,48,27469.0
"Forest Cultivation and Products, City of Kisangani, Tshopo, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.2708333333334,493.5,48,27469.0
"Orientale Fishing with Agriculture, Yahuma, Tshopo, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.2083333333334,493.5,48,27466.0
"Forest Cultivation and Products, Opala, Tshopo, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.2083333333334,493.5,48,27466.0
"Orientale Fishing with Agriculture, Opala, Tshopo, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.2083333333334,493.5,48,27466.0
"Forest Cultivation and Products, Yahuma, Tshopo, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.2083333333334,493.5,48,27466.0
"Cassava, Maize and Groundnuts, Oshwe, Mai-Ndombe, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.1875,493.5,48,27465.0
"Fishing and Staples Riverine, Oshwe, Mai-Ndombe, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.1875,493.5,48,27465.0
"Equatorial Forest, Hunting, Fishing and Staple Crops, Oshwe, Mai-Ndombe, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.1875,493.5,48,27465.0
"Orientale Fishing with Agriculture, Kailo, Maniema, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.0625,493.5,48,27459.0
"Forest Cultivation and Products, Kailo, Maniema, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.0625,493.5,48,27459.0
"Artisanal Mining with Agriculture, Kailo, Maniema, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.0625,493.5,48,27459.0
"Forest Cultivation and Products, Ango, Bas-Uele, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.0416666666666,493.5,48,27458.0
"Forest – Staple Crops, Cash Crops and Market Gardening, Seke-Banza, Kongo-Central, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.0416666666666,493.5,48,27458.0
"Cassava, Maize and Groundnuts, Seke-Banza, Kongo-Central, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.0416666666666,493.5,48,27458.0
"River Fishing and Staple Crops, Seke-Banza, Kongo-Central, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.0416666666666,493.5,48,27458.0
"Orientale Fishing with Agriculture, Ango, Bas-Uele, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.0416666666666,493.5,48,27458.0
"	Intensive Artisanal Diamond Exploitation with Crop Cultivation, Kazumba, Kasai-Central, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.0208333333334,494.0,48,27457.0
"Savannah with Cassava and Cowpeas and Small Livestock, Kazumba, Kasai-Central, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.0208333333334,494.0,48,27457.0
"Clay Soils with High Production of Cassava and Maize, and Cattle, Kazumba, Kasai-Central, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.0208333333334,494.0,48,27457.0
"Intensive Artisanal Diamond Exploitation with Crop Cultivation, Kazumba, Kasai-Central, Democratic Republic of the Congo, Congo, The Democratic Republic of the",572.0208333333334,494.0,48,27457.0
"River Fishing and Staple Crops, Mbanza-Ngungu, Kongo-Central, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.9583333333334,494.0,48,27454.0
"Forest Cultivation and Products, City of Kindu, Maniema, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.9583333333334,493.5,48,27454.0
"Northeast Highlands Agriculture, Faradje, Haut-Uele, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.9583333333334,493.5,48,27454.0
"Market Gardening and Staple Crops, Mbanza-Ngungu, Kongo-Central, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.9583333333334,494.0,48,27454.0
"Forest Cultivation and Products, Faradje, Haut-Uele, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.9583333333334,493.5,48,27454.0
"Cassava, Maize and Groundnuts, Mbanza-Ngungu, Kongo-Central, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.9583333333334,494.0,48,27454.0
"Agriculture with High Production and Marketing, Kahemba, Kwango, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.9375,493.5,48,27453.0
"Agropastoral – Staple Crops, Small Stock and Cattle and Wild Foods, Kahemba, Kwango, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.9375,493.5,48,27453.0
"Northeast Highlands Agriculture, Aru, Ituri, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.9375,493.5,48,27453.0
"	Intensive Artisanal Diamond Exploitation with Crop Cultivation, Dibaya, Kasai-Central, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.8958333333334,494.0,48,27451.0
"Cuvette Centrale Staple Crops, Fishing and Charcoal, City of Mbandaka, Equateur, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.8958333333334,493.5,48,27451.0
"Intensive Artisanal Diamond Exploitation with Crop Cultivation, Dibaya, Kasai-Central, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.8958333333334,494.0,48,27451.0
"Savannah with Cassava and Cowpeas and Small Livestock, Dibaya, Kasai-Central, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.8958333333334,494.0,48,27451.0
"Fishing and Staples Riverine, City of Mbandaka, Equateur, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.8958333333334,493.5,48,27451.0
"Savannah with Cassava and Cowpeas and Small Livestock, Lubefu, Sankuru, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.8541666666666,493.5,48,27449.0
"Orientale Fishing with Agriculture, Lubefu, Sankuru, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.8541666666666,493.5,48,27449.0
"Lighter Forest with Rice and Cassava, Lubefu, Sankuru, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.8541666666666,493.5,48,27449.0
"Northern Plateau Cassava, Maize, Groundnuts and Beans, City of Gbadolite, North Ubangi, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.8333333333334,493.5,48,27448.0
"Fishing and Staples Riverine, City of Gbadolite, North Ubangi, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.8333333333334,493.5,48,27448.0
"Savannah Surplus Maize, Kabongo, Haut-Lomami, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.8333333333334,494.5,48,27448.0
"Fishing and Staples Riverine, Idiofa, Kwilu, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.8125,493.5,48,27447.0
"Agriculture with High Production and Marketing, Idiofa, Kwilu, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.8125,493.5,48,27447.0
"Copperbelt and Marginal Agriculture, Lubudi, Lualaba, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.8125,493.5,48,27447.0
"Savannah Surplus Maize, Lubudi, Lualaba, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.8125,493.5,48,27447.0
"Cassava, Maize and Groundnuts, Idiofa, Kwilu, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.8125,493.5,48,27447.0
"Cuvette Centrale Staple Crops, Fishing and Charcoal, Befale, Tshuapa, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7916666666666,493.5,48,27446.0
"Equatorial Forest, Hunting, Fishing and Staple Crops, Befale, Tshuapa, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7916666666666,493.5,48,27446.0
"Fishing and Staples Riverine, Befale, Tshuapa, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7916666666666,493.5,48,27446.0
"Copperbelt and Marginal Agriculture, Mutshatsha, Lualaba, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7708333333334,493.5,48,27445.0
"Clay Soils with High Production of Cassava and Maize, and Cattle, Kabinda, Lomami, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7708333333334,493.5,48,27445.0
"	Intensive Artisanal Diamond Exploitation with Crop Cultivation, Kabinda, Lomami, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7708333333334,493.5,48,27445.0
"Forest Cultivation and Products, Yakoma, North Ubangi, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7708333333334,493.5,48,27445.0
"Cuvette Centrale Staple Crops, Fishing and Charcoal, Bolomba, Equateur, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7708333333334,493.5,48,27445.0
"Intensive Artisanal Diamond Exploitation with Crop Cultivation, Kabinda, Lomami, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7708333333334,493.5,48,27445.0
"Savannah with Cassava and Cowpeas and Small Livestock, Kabinda, Lomami, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7708333333334,493.5,48,27445.0
"Fishing and Staples Riverine, Bolomba, Equateur, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7708333333334,493.5,48,27445.0
"Artisanal Mining with Agriculture, Yakoma, North Ubangi, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7708333333334,493.5,48,27445.0
"Equatorial Forest, Hunting, Fishing and Staple Crops, Bolomba, Equateur, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7708333333334,493.5,48,27445.0
"Fishing and Staples Riverine, Yakoma, North Ubangi, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7708333333334,493.5,48,27445.0
"High Food Crop Production and Trading, Kabinda, Lomami, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7708333333334,493.5,48,27445.0
"Northern Plateau Cassava, Maize, Groundnuts and Beans, Yakoma, North Ubangi, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7708333333334,493.5,48,27445.0
"Forest Cultivation and Products, Bambesa, Bas-Uele, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7291666666666,493.5,48,27443.0
"Market Gardening and Staple Crops, Songololo, Kongo-Central, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7291666666666,493.5,48,27443.0
"Cassava, Maize and Groundnuts, Songololo, Kongo-Central, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7291666666666,493.5,48,27443.0
"Orientale Fishing with Agriculture, Bambesa, Bas-Uele, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7291666666666,493.5,48,27443.0
"River Fishing and Staple Crops, Songololo, Kongo-Central, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7291666666666,493.5,48,27443.0
"Lighter Forest with Rice and Cassava, Katako-Kombe, Sankuru, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7083333333334,493.5,48,27442.0
"Forest Cultivation and Products, Aketi, Bas-Uele, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7083333333334,494.0,48,27442.0
"Orientale Fishing with Agriculture, Aketi, Bas-Uele, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7083333333334,494.0,48,27442.0
"Artisanal Mining with Agriculture, Mambasa, Ituri, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7083333333334,493.5,48,27442.0
"Savannah with Cassava and Cowpeas and Small Livestock, Katako-Kombe, Sankuru, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7083333333334,493.5,48,27442.0
"Orientale Fishing with Agriculture, Katako-Kombe, Sankuru, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7083333333334,493.5,48,27442.0
"Cassava, Maize and Groundnuts, Moanda, Kongo-Central, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7083333333334,493.5,48,27442.0
"Coastal Fishing and Kitchen Gardening, Moanda, Kongo-Central, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7083333333334,493.5,48,27442.0
"Artisanal Mining with Agriculture, Aketi, Bas-Uele, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7083333333334,494.0,48,27442.0
"Forest Cultivation and Products, Mambasa, Ituri, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7083333333334,493.5,48,27442.0
"Agriculture with High Production and Marketing, Masi-Manimba, Kwilu, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7083333333334,493.5,48,27442.0
"Cassava, Maize and Groundnuts, Masi-Manimba, Kwilu, Democratic Republic of the Congo, Congo, The Democratic Republic of the",571.7083333333334,493.5,48,27442.0
